Date,sulfate,nitrate,ID
1/1/2003,NA,NA,1
1/2/2003,NA,NA,1
1/3/2003,NA,NA,1
1/4/2003,NA,NA,1
1/5/2003,NA,NA,1
1/6/2003,NA,NA,1
1/7/2003,NA,NA,1
1/8/2003,NA,NA,1
1/9/2003,NA,NA,1
1/10/2003,NA,NA,1
1/11/2003,NA,NA,1
1/12/2003,NA,NA,1
1/13/2003,NA,NA,1
1/14/2003,NA,NA,1
1/15/2003,NA,NA,1
1/16/2003,NA,NA,1
1/17/2003,NA,NA,1
1/18/2003,NA,NA,1
1/19/2003,NA,NA,1
1/20/2003,NA,NA,1
1/21/2003,NA,NA,1
1/22/2003,NA,NA,1
1/23/2003,NA,NA,1
1/24/2003,NA,NA,1
1/25/2003,NA,NA,1
1/26/2003,NA,NA,1
1/27/2003,NA,NA,1
1/28/2003,NA,NA,1
1/29/2003,NA,NA,1
1/30/2003,NA,NA,1
1/31/2003,NA,NA,1
2/1/2003,NA,NA,1
2/2/2003,NA,NA,1
2/3/2003,NA,NA,1
2/4/2003,NA,NA,1
2/5/2003,NA,NA,1
2/6/2003,NA,NA,1
2/7/2003,NA,NA,1
2/8/2003,NA,NA,1
2/9/2003,NA,NA,1
2/10/2003,NA,NA,1
2/11/2003,NA,NA,1
2/12/2003,NA,NA,1
2/13/2003,NA,NA,1
2/14/2003,NA,NA,1
2/15/2003,NA,NA,1
2/16/2003,NA,NA,1
2/17/2003,NA,NA,1
2/18/2003,NA,NA,1
2/19/2003,NA,NA,1
2/20/2003,NA,NA,1
2/21/2003,NA,NA,1
2/22/2003,NA,NA,1
2/23/2003,NA,NA,1
2/24/2003,NA,NA,1
2/25/2003,NA,NA,1
2/26/2003,NA,NA,1
2/27/2003,NA,NA,1
2/28/2003,NA,NA,1
3/1/2003,NA,NA,1
3/2/2003,NA,NA,1
3/3/2003,NA,NA,1
3/4/2003,NA,NA,1
3/5/2003,NA,NA,1
3/6/2003,NA,NA,1
3/7/2003,NA,NA,1
3/8/2003,NA,NA,1
3/9/2003,NA,NA,1
3/10/2003,NA,NA,1
3/11/2003,NA,NA,1
3/12/2003,NA,NA,1
3/13/2003,NA,NA,1
3/14/2003,NA,NA,1
3/15/2003,NA,NA,1
3/16/2003,NA,NA,1
3/17/2003,NA,NA,1
3/18/2003,NA,NA,1
3/19/2003,NA,NA,1
3/20/2003,NA,NA,1
3/21/2003,NA,NA,1
3/22/2003,NA,NA,1
3/23/2003,NA,NA,1
3/24/2003,NA,NA,1
3/25/2003,NA,NA,1
3/26/2003,NA,NA,1
3/27/2003,NA,NA,1
3/28/2003,NA,NA,1
3/29/2003,NA,NA,1
3/30/2003,NA,NA,1
3/31/2003,NA,NA,1
4/1/2003,NA,NA,1
4/2/2003,NA,NA,1
4/3/2003,NA,NA,1
4/4/2003,NA,NA,1
4/5/2003,NA,NA,1
4/6/2003,NA,NA,1
4/7/2003,NA,NA,1
4/8/2003,NA,NA,1
4/9/2003,NA,NA,1
4/10/2003,NA,NA,1
4/11/2003,NA,NA,1
4/12/2003,NA,NA,1
4/13/2003,NA,NA,1
4/14/2003,NA,NA,1
4/15/2003,NA,NA,1
4/16/2003,NA,NA,1
4/17/2003,NA,NA,1
4/18/2003,NA,NA,1
4/19/2003,NA,NA,1
4/20/2003,NA,NA,1
4/21/2003,NA,NA,1
4/22/2003,NA,NA,1
4/23/2003,NA,NA,1
4/24/2003,NA,NA,1
4/25/2003,NA,NA,1
4/26/2003,NA,NA,1
4/27/2003,NA,NA,1
4/28/2003,NA,NA,1
4/29/2003,NA,NA,1
4/30/2003,NA,NA,1
5/1/2003,NA,NA,1
5/2/2003,NA,NA,1
5/3/2003,NA,NA,1
5/4/2003,NA,NA,1
5/5/2003,NA,NA,1
5/6/2003,NA,NA,1
5/7/2003,NA,NA,1
5/8/2003,NA,NA,1
5/9/2003,NA,NA,1
5/10/2003,NA,NA,1
5/11/2003,NA,NA,1
5/12/2003,NA,NA,1
5/13/2003,NA,NA,1
5/14/2003,NA,NA,1
5/15/2003,NA,NA,1
5/16/2003,NA,NA,1
5/17/2003,NA,NA,1
5/18/2003,NA,NA,1
5/19/2003,NA,NA,1
5/20/2003,NA,NA,1
5/21/2003,NA,NA,1
5/22/2003,NA,NA,1
5/23/2003,NA,NA,1
5/24/2003,NA,NA,1
5/25/2003,NA,NA,1
5/26/2003,NA,NA,1
5/27/2003,NA,NA,1
5/28/2003,NA,NA,1
5/29/2003,NA,NA,1
5/30/2003,NA,NA,1
5/31/2003,NA,NA,1
6/1/2003,NA,NA,1
6/2/2003,NA,NA,1
6/3/2003,NA,NA,1
6/4/2003,NA,NA,1
6/5/2003,NA,NA,1
6/6/2003,NA,NA,1
6/7/2003,NA,NA,1
6/8/2003,NA,NA,1
6/9/2003,NA,NA,1
6/10/2003,NA,NA,1
6/11/2003,NA,NA,1
6/12/2003,NA,NA,1
6/13/2003,NA,NA,1
6/14/2003,NA,NA,1
6/15/2003,NA,NA,1
6/16/2003,NA,NA,1
6/17/2003,NA,NA,1
6/18/2003,NA,NA,1
6/19/2003,NA,NA,1
6/20/2003,NA,NA,1
6/21/2003,NA,NA,1
6/22/2003,NA,NA,1
6/23/2003,NA,NA,1
6/24/2003,NA,NA,1
6/25/2003,NA,NA,1
6/26/2003,NA,NA,1
6/27/2003,NA,NA,1
6/28/2003,NA,NA,1
6/29/2003,NA,NA,1
6/30/2003,NA,NA,1
7/1/2003,NA,NA,1
7/2/2003,NA,NA,1
7/3/2003,NA,NA,1
7/4/2003,NA,NA,1
7/5/2003,NA,NA,1
7/6/2003,NA,NA,1
7/7/2003,NA,NA,1
7/8/2003,NA,NA,1
7/9/2003,NA,NA,1
7/10/2003,NA,NA,1
7/11/2003,NA,NA,1
7/12/2003,NA,NA,1
7/13/2003,NA,NA,1
7/14/2003,NA,NA,1
7/15/2003,NA,NA,1
7/16/2003,NA,NA,1
7/17/2003,NA,NA,1
7/18/2003,NA,NA,1
7/19/2003,NA,NA,1
7/20/2003,NA,NA,1
7/21/2003,NA,NA,1
7/22/2003,NA,NA,1
7/23/2003,NA,NA,1
7/24/2003,NA,NA,1
7/25/2003,NA,NA,1
7/26/2003,NA,NA,1
7/27/2003,NA,NA,1
7/28/2003,NA,NA,1
7/29/2003,NA,NA,1
7/30/2003,NA,NA,1
7/31/2003,NA,NA,1
8/1/2003,NA,NA,1
8/2/2003,NA,NA,1
8/3/2003,NA,NA,1
8/4/2003,NA,NA,1
8/5/2003,NA,NA,1
8/6/2003,NA,NA,1
8/7/2003,NA,NA,1
8/8/2003,NA,NA,1
8/9/2003,NA,NA,1
8/10/2003,NA,NA,1
8/11/2003,NA,NA,1
8/12/2003,NA,NA,1
8/13/2003,NA,NA,1
8/14/2003,NA,NA,1
8/15/2003,NA,NA,1
8/16/2003,NA,NA,1
8/17/2003,NA,NA,1
8/18/2003,NA,NA,1
8/19/2003,NA,NA,1
8/20/2003,NA,NA,1
8/21/2003,NA,NA,1
8/22/2003,NA,NA,1
8/23/2003,NA,NA,1
8/24/2003,NA,NA,1
8/25/2003,NA,NA,1
8/26/2003,NA,NA,1
8/27/2003,NA,NA,1
8/28/2003,NA,NA,1
8/29/2003,NA,NA,1
8/30/2003,NA,NA,1
8/31/2003,NA,NA,1
9/1/2003,NA,NA,1
9/2/2003,NA,NA,1
9/3/2003,NA,NA,1
9/4/2003,NA,NA,1
9/5/2003,NA,NA,1
9/6/2003,NA,NA,1
9/7/2003,NA,NA,1
9/8/2003,NA,NA,1
9/9/2003,NA,NA,1
9/10/2003,NA,NA,1
9/11/2003,NA,NA,1
9/12/2003,NA,NA,1
9/13/2003,NA,NA,1
9/14/2003,NA,NA,1
9/15/2003,NA,NA,1
9/16/2003,NA,NA,1
9/17/2003,NA,NA,1
9/18/2003,NA,NA,1
9/19/2003,NA,NA,1
9/20/2003,NA,NA,1
9/21/2003,NA,NA,1
9/22/2003,NA,NA,1
9/23/2003,NA,NA,1
9/24/2003,NA,NA,1
9/25/2003,NA,NA,1
9/26/2003,NA,NA,1
9/27/2003,NA,NA,1
9/28/2003,NA,NA,1
9/29/2003,NA,NA,1
9/30/2003,NA,NA,1
10/1/2003,NA,NA,1
10/2/2003,NA,NA,1
10/3/2003,NA,NA,1
10/4/2003,NA,NA,1
10/5/2003,NA,NA,1
10/6/2003,7.21,0.651,1
10/7/2003,NA,NA,1
10/8/2003,NA,NA,1
10/9/2003,NA,NA,1
10/10/2003,NA,NA,1
10/11/2003,NA,NA,1
10/12/2003,5.99,0.428,1
10/13/2003,NA,NA,1
10/14/2003,NA,NA,1
10/15/2003,NA,NA,1
10/16/2003,NA,NA,1
10/17/2003,NA,NA,1
10/18/2003,4.68,1.04,1
10/19/2003,NA,NA,1
10/20/2003,NA,NA,1
10/21/2003,NA,NA,1
10/22/2003,NA,NA,1
10/23/2003,NA,NA,1
10/24/2003,3.47,0.363,1
10/25/2003,NA,NA,1
10/26/2003,NA,NA,1
10/27/2003,NA,NA,1
10/28/2003,NA,NA,1
10/29/2003,NA,NA,1
10/30/2003,2.42,0.507,1
10/31/2003,NA,NA,1
11/1/2003,NA,NA,1
11/2/2003,NA,NA,1
11/3/2003,NA,NA,1
11/4/2003,NA,NA,1
11/5/2003,NA,NA,1
11/6/2003,NA,NA,1
11/7/2003,NA,NA,1
11/8/2003,NA,NA,1
11/9/2003,NA,NA,1
11/10/2003,NA,NA,1
11/11/2003,1.43,0.474,1
11/12/2003,NA,NA,1
11/13/2003,NA,NA,1
11/14/2003,NA,NA,1
11/15/2003,NA,NA,1
11/16/2003,NA,NA,1
11/17/2003,2.76,0.425,1
11/18/2003,NA,NA,1
11/19/2003,NA,NA,1
11/20/2003,NA,NA,1
11/21/2003,NA,NA,1
11/22/2003,NA,NA,1
11/23/2003,3.41,0.964,1
11/24/2003,NA,NA,1
11/25/2003,NA,NA,1
11/26/2003,NA,NA,1
11/27/2003,NA,NA,1
11/28/2003,NA,NA,1
11/29/2003,1.3,0.491,1
11/30/2003,NA,NA,1
12/1/2003,NA,NA,1
12/2/2003,NA,NA,1
12/3/2003,NA,NA,1
12/4/2003,NA,NA,1
12/5/2003,3.15,0.669,1
12/6/2003,NA,NA,1
12/7/2003,NA,NA,1
12/8/2003,NA,NA,1
12/9/2003,NA,NA,1
12/10/2003,NA,NA,1
12/11/2003,2.87,0.4,1
12/12/2003,NA,NA,1
12/13/2003,NA,NA,1
12/14/2003,NA,NA,1
12/15/2003,NA,NA,1
12/16/2003,NA,NA,1
12/17/2003,NA,NA,1
12/18/2003,NA,NA,1
12/19/2003,NA,NA,1
12/20/2003,NA,NA,1
12/21/2003,NA,NA,1
12/22/2003,NA,NA,1
12/23/2003,2.27,0.715,1
12/24/2003,NA,NA,1
12/25/2003,NA,NA,1
12/26/2003,NA,NA,1
12/27/2003,NA,NA,1
12/28/2003,NA,NA,1
12/29/2003,2.33,0.554,1
12/30/2003,NA,NA,1
12/31/2003,NA,NA,1
1/1/2004,NA,NA,1
1/2/2004,NA,NA,1
1/3/2004,NA,NA,1
1/4/2004,1.84,0.803,1
1/5/2004,NA,NA,1
1/6/2004,NA,NA,1
1/7/2004,NA,NA,1
1/8/2004,NA,NA,1
1/9/2004,NA,NA,1
1/10/2004,7.13,0.518,1
1/11/2004,NA,NA,1
1/12/2004,NA,NA,1
1/13/2004,NA,NA,1
1/14/2004,NA,NA,1
1/15/2004,NA,NA,1
1/16/2004,NA,0.924,1
1/17/2004,NA,NA,1
1/18/2004,NA,NA,1
1/19/2004,NA,NA,1
1/20/2004,NA,NA,1
1/21/2004,NA,NA,1
1/22/2004,2.05,1.4,1
1/23/2004,NA,NA,1
1/24/2004,NA,NA,1
1/25/2004,NA,NA,1
1/26/2004,NA,NA,1
1/27/2004,NA,NA,1
1/28/2004,2.05,0.979,1
1/29/2004,NA,NA,1
1/30/2004,NA,NA,1
1/31/2004,NA,NA,1
2/1/2004,NA,NA,1
2/2/2004,NA,NA,1
2/3/2004,2.58,0.632,1
2/4/2004,NA,NA,1
2/5/2004,NA,NA,1
2/6/2004,NA,NA,1
2/7/2004,NA,NA,1
2/8/2004,NA,NA,1
2/9/2004,3.26,0.506,1
2/10/2004,NA,NA,1
2/11/2004,NA,NA,1
2/12/2004,NA,NA,1
2/13/2004,NA,NA,1
2/14/2004,NA,NA,1
2/15/2004,NA,NA,1
2/16/2004,NA,NA,1
2/17/2004,NA,NA,1
2/18/2004,NA,NA,1
2/19/2004,NA,NA,1
2/20/2004,NA,NA,1
2/21/2004,3.54,0.671,1
2/22/2004,NA,NA,1
2/23/2004,NA,NA,1
2/24/2004,NA,NA,1
2/25/2004,NA,NA,1
2/26/2004,NA,NA,1
2/27/2004,4.4,0.602,1
2/28/2004,NA,NA,1
2/29/2004,NA,NA,1
3/1/2004,NA,NA,1
3/2/2004,NA,NA,1
3/3/2004,NA,NA,1
3/4/2004,2.04,0.815,1
3/5/2004,NA,NA,1
3/6/2004,NA,NA,1
3/7/2004,NA,NA,1
3/8/2004,NA,NA,1
3/9/2004,NA,NA,1
3/10/2004,4.36,1.08,1
3/11/2004,NA,NA,1
3/12/2004,NA,NA,1
3/13/2004,NA,NA,1
3/14/2004,NA,NA,1
3/15/2004,NA,NA,1
3/16/2004,3.46,0.351,1
3/17/2004,NA,NA,1
3/18/2004,NA,NA,1
3/19/2004,NA,NA,1
3/20/2004,NA,NA,1
3/21/2004,NA,NA,1
3/22/2004,2.99,0.486,1
3/23/2004,NA,NA,1
3/24/2004,NA,NA,1
3/25/2004,NA,NA,1
3/26/2004,NA,NA,1
3/27/2004,NA,NA,1
3/28/2004,2,0.34,1
3/29/2004,NA,NA,1
3/30/2004,NA,NA,1
3/31/2004,NA,NA,1
4/1/2004,NA,NA,1
4/2/2004,NA,NA,1
4/3/2004,NA,NA,1
4/4/2004,NA,NA,1
4/5/2004,NA,NA,1
4/6/2004,NA,NA,1
4/7/2004,NA,NA,1
4/8/2004,NA,NA,1
4/9/2004,NA,NA,1
4/10/2004,NA,NA,1
4/11/2004,NA,NA,1
4/12/2004,NA,NA,1
4/13/2004,NA,NA,1
4/14/2004,NA,NA,1
4/15/2004,NA,NA,1
4/16/2004,NA,NA,1
4/17/2004,NA,NA,1
4/18/2004,NA,NA,1
4/19/2004,NA,NA,1
4/20/2004,NA,NA,1
4/21/2004,2.42,0.531,1
4/22/2004,NA,NA,1
4/23/2004,NA,NA,1
4/24/2004,NA,NA,1
4/25/2004,NA,NA,1
4/26/2004,NA,NA,1
4/27/2004,NA,NA,1
4/28/2004,NA,NA,1
4/29/2004,NA,NA,1
4/30/2004,NA,NA,1
5/1/2004,NA,NA,1
5/2/2004,NA,NA,1
5/3/2004,NA,NA,1
5/4/2004,NA,NA,1
5/5/2004,NA,NA,1
5/6/2004,NA,NA,1
5/7/2004,NA,NA,1
5/8/2004,NA,NA,1
5/9/2004,NA,NA,1
5/10/2004,NA,NA,1
5/11/2004,NA,NA,1
5/12/2004,NA,NA,1
5/13/2004,NA,NA,1
5/14/2004,NA,NA,1
5/15/2004,2.76,0.52,1
5/16/2004,NA,NA,1
5/17/2004,NA,NA,1
5/18/2004,NA,NA,1
5/19/2004,NA,NA,1
5/20/2004,NA,NA,1
5/21/2004,NA,NA,1
5/22/2004,NA,NA,1
5/23/2004,NA,NA,1
5/24/2004,NA,NA,1
5/25/2004,NA,NA,1
5/26/2004,NA,NA,1
5/27/2004,NA,NA,1
5/28/2004,NA,NA,1
5/29/2004,NA,NA,1
5/30/2004,NA,NA,1
5/31/2004,NA,NA,1
6/1/2004,NA,NA,1
6/2/2004,NA,NA,1
6/3/2004,NA,NA,1
6/4/2004,NA,NA,1
6/5/2004,NA,NA,1
6/6/2004,NA,NA,1
6/7/2004,NA,NA,1
6/8/2004,NA,NA,1
6/9/2004,NA,NA,1
6/10/2004,NA,NA,1
6/11/2004,NA,NA,1
6/12/2004,NA,NA,1
6/13/2004,NA,NA,1
6/14/2004,NA,NA,1
6/15/2004,NA,NA,1
6/16/2004,NA,NA,1
6/17/2004,NA,NA,1
6/18/2004,NA,NA,1
6/19/2004,NA,NA,1
6/20/2004,NA,NA,1
6/21/2004,NA,NA,1
6/22/2004,NA,NA,1
6/23/2004,NA,NA,1
6/24/2004,NA,NA,1
6/25/2004,NA,NA,1
6/26/2004,NA,NA,1
6/27/2004,NA,NA,1
6/28/2004,NA,NA,1
6/29/2004,NA,NA,1
6/30/2004,NA,NA,1
7/1/2004,NA,NA,1
7/2/2004,NA,NA,1
7/3/2004,NA,NA,1
7/4/2004,NA,NA,1
7/5/2004,NA,NA,1
7/6/2004,NA,NA,1
7/7/2004,NA,NA,1
7/8/2004,1.48,0.186,1
7/9/2004,NA,NA,1
7/10/2004,NA,NA,1
7/11/2004,NA,NA,1
7/12/2004,NA,NA,1
7/13/2004,NA,NA,1
7/14/2004,3.54,0.576,1
7/15/2004,NA,NA,1
7/16/2004,NA,NA,1
7/17/2004,NA,NA,1
7/18/2004,NA,NA,1
7/19/2004,NA,NA,1
7/20/2004,6.63,0.118,1
7/21/2004,NA,NA,1
7/22/2004,NA,NA,1
7/23/2004,NA,NA,1
7/24/2004,NA,NA,1
7/25/2004,NA,NA,1
7/26/2004,10.9,0.295,1
7/27/2004,NA,NA,1
7/28/2004,NA,NA,1
7/29/2004,NA,NA,1
7/30/2004,NA,NA,1
7/31/2004,NA,NA,1
8/1/2004,1.63,0.372,1
8/2/2004,NA,NA,1
8/3/2004,NA,NA,1
8/4/2004,NA,NA,1
8/5/2004,NA,NA,1
8/6/2004,NA,NA,1
8/7/2004,5.76,0.193,1
8/8/2004,NA,NA,1
8/9/2004,NA,NA,1
8/10/2004,NA,NA,1
8/11/2004,NA,NA,1
8/12/2004,NA,NA,1
8/13/2004,5.52,0.173,1
8/14/2004,NA,NA,1
8/15/2004,NA,NA,1
8/16/2004,NA,NA,1
8/17/2004,NA,NA,1
8/18/2004,NA,NA,1
8/19/2004,12.2,0.223,1
8/20/2004,NA,NA,1
8/21/2004,NA,NA,1
8/22/2004,NA,NA,1
8/23/2004,NA,NA,1
8/24/2004,NA,NA,1
8/25/2004,4.98,0.227,1
8/26/2004,NA,NA,1
8/27/2004,NA,NA,1
8/28/2004,NA,NA,1
8/29/2004,NA,NA,1
8/30/2004,NA,NA,1
8/31/2004,4.39,0.236,1
9/1/2004,NA,NA,1
9/2/2004,NA,NA,1
9/3/2004,NA,NA,1
9/4/2004,NA,NA,1
9/5/2004,NA,NA,1
9/6/2004,1.65,0.479,1
9/7/2004,NA,NA,1
9/8/2004,NA,NA,1
9/9/2004,NA,NA,1
9/10/2004,NA,NA,1
9/11/2004,NA,NA,1
9/12/2004,4.53,0.14,1
9/13/2004,NA,NA,1
9/14/2004,NA,NA,1
9/15/2004,NA,NA,1
9/16/2004,NA,NA,1
9/17/2004,NA,NA,1
9/18/2004,4.3,0.203,1
9/19/2004,NA,NA,1
9/20/2004,NA,NA,1
9/21/2004,NA,NA,1
9/22/2004,NA,NA,1
9/23/2004,NA,NA,1
9/24/2004,NA,NA,1
9/25/2004,NA,NA,1
9/26/2004,NA,NA,1
9/27/2004,NA,NA,1
9/28/2004,NA,NA,1
9/29/2004,NA,NA,1
9/30/2004,15.8,0.472,1
10/1/2004,NA,NA,1
10/2/2004,NA,NA,1
10/3/2004,NA,NA,1
10/4/2004,NA,NA,1
10/5/2004,NA,NA,1
10/6/2004,5.44,0.665,1
10/7/2004,NA,NA,1
10/8/2004,NA,NA,1
10/9/2004,NA,NA,1
10/10/2004,NA,NA,1
10/11/2004,NA,NA,1
10/12/2004,3.09,0.466,1
10/13/2004,NA,NA,1
10/14/2004,NA,NA,1
10/15/2004,NA,NA,1
10/16/2004,NA,NA,1
10/17/2004,NA,NA,1
10/18/2004,3.61,0.372,1
10/19/2004,NA,NA,1
10/20/2004,NA,NA,1
10/21/2004,NA,NA,1
10/22/2004,NA,NA,1
10/23/2004,NA,NA,1
10/24/2004,4.19,0.221,1
10/25/2004,NA,NA,1
10/26/2004,NA,NA,1
10/27/2004,NA,NA,1
10/28/2004,NA,NA,1
10/29/2004,NA,NA,1
10/30/2004,7.37,0.59,1
10/31/2004,NA,NA,1
11/1/2004,NA,NA,1
11/2/2004,NA,NA,1
11/3/2004,NA,NA,1
11/4/2004,NA,NA,1
11/5/2004,2.68,0.219,1
11/6/2004,NA,NA,1
11/7/2004,NA,NA,1
11/8/2004,NA,NA,1
11/9/2004,NA,NA,1
11/10/2004,NA,NA,1
11/11/2004,NA,NA,1
11/12/2004,NA,NA,1
11/13/2004,NA,NA,1
11/14/2004,NA,NA,1
11/15/2004,NA,NA,1
11/16/2004,NA,NA,1
11/17/2004,2.21,0.568,1
11/18/2004,NA,NA,1
11/19/2004,NA,NA,1
11/20/2004,NA,NA,1
11/21/2004,NA,NA,1
11/22/2004,NA,NA,1
11/23/2004,1.99,0.337,1
11/24/2004,NA,NA,1
11/25/2004,NA,NA,1
11/26/2004,NA,NA,1
11/27/2004,NA,NA,1
11/28/2004,NA,NA,1
11/29/2004,1.78,0.739,1
11/30/2004,NA,NA,1
12/1/2004,NA,NA,1
12/2/2004,NA,NA,1
12/3/2004,NA,NA,1
12/4/2004,NA,NA,1
12/5/2004,2.03,1.2,1
12/6/2004,NA,NA,1
12/7/2004,NA,NA,1
12/8/2004,NA,NA,1
12/9/2004,NA,NA,1
12/10/2004,NA,NA,1
12/11/2004,2.11,0.429,1
12/12/2004,NA,NA,1
12/13/2004,NA,NA,1
12/14/2004,NA,NA,1
12/15/2004,NA,NA,1
12/16/2004,NA,NA,1
12/17/2004,1.82,0.941,1
12/18/2004,NA,NA,1
12/19/2004,NA,NA,1
12/20/2004,NA,NA,1
12/21/2004,NA,NA,1
12/22/2004,NA,NA,1
12/23/2004,2.37,0.57,1
12/24/2004,NA,NA,1
12/25/2004,NA,NA,1
12/26/2004,NA,NA,1
12/27/2004,NA,NA,1
12/28/2004,NA,NA,1
12/29/2004,3.41,1.16,1
12/30/2004,NA,NA,1
